dtcommid,dtusername,dtstart_date,dtcancel_date,direct,affiliate,cntry,com_pr,renew_ind,not_null_actions,null_actions,mailbox_created,billingcentral,renewal,email,marketing,domains,fm,ftp,mysql,weebly,support,not_null_actions_9,null_actions_9,mailbox_created_9,billingcentral_9,renewal_9,email_9,marketing_9,domains_9,website_9,fm_9,ftp_9,mysql_9,weebly_9,support_9,not_null_actions_10,null_actions_10,mailbox_created_10,billingcentral_10,renewal_10,email_10,marketing_10,domains_10,website_10,fm_10,ftp_10,mysql_10,weebly_10,support_10,add_on_mrr,domain_mrr,one_year_domains_new,com_domains_new,org_domains_new
8795223,ipg.shoutinggroupcomar,5/2/16,Null,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796719,DeletedUser-[5403577],5/4/16,6/3/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798541,ipg.arabgroupkwcom,5/5/16,Null,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799615,ipg.easyonlinetipscom,5/6/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8813043,ipg.coreitcl,5/19/16,Null,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8816754,DeletedUser-[5403379],6/2/16,6/2/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
8818644,DeletedUser-[5422025],5/25/16,6/24/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829855,DeletedUser-[5431811],6/8/16,7/8/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831139,ipg.globalvacationsoluti,6/7/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8833606,DeletedUser-[5433432],6/10/16,7/10/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8860969,ipg.jemmy898,6/20/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8866835,DeletedUser-[5448380],6/26/16,7/25/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8869202,DeletedUser-[5425338],6/28/16,6/28/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8869520,DeletedUser-[5451655],6/29/16,7/29/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871739,DeletedUser-[5395973],7/1/16,5/24/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8872930,DeletedUser-[5269699],7/2/16,12/18/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874197,DeletedUser-[5419748],7/4/16,6/20/17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8874737,DeletedUser-[5459261],7/5/16,8/5/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8878745,DeletedUser-[5461521],7/9/16,8/8/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8880399,DeletedUser-[5462924],7/11/16,8/10/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8880552,ipg.tradingstocksproscom,7/11/16,Null,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8887389,ipg.arcticfriendlytourco,7/17/16,Null,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0
8892708,ipg.mayagroupnet,7/22/16,Null,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
8631304,DeletedUser-[5307075],2/5/16,2/8/17,0,1,1,1,0,529,542,2,0,8,32,1,3,59,33,1,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8633184,DeletedUser-[5337006],2/8/16,3/11/17,0,1,1,1,0,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0
8634151,DeletedUser-[5306813],2/9/16,2/7/17,1,0,0,1,0,613,758,3,0,0,32,1,30,162,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639365,DeletedUser-[5538610],2/13/16,11/17/17,0,1,1,1,1,45,66,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8641349,ipg.capacitanetexcelcom,2/15/16,Null,1,0,0,1,1,224,280,0,0,0,0,0,0,2,7,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8651066,ipg.camwrittcom,2/23/16,Null,0,1,1,1,1,161,178,0,1,0,0,0,7,9,37,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721926,DeletedUser-[5290398],2/29/16,1/17/17,0,1,1,1,0,41,43,2,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8730935,DeletedUser-[5335501],3/8/16,3/9/17,1,0,1,1,0,63,78,3,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,0,0,0,0,0,0,5,0,0,0,1,0,0.8,0,0,0,0
8734817,ipg.atilolarealestatecom,3/11/16,Null,1,0,0,1,1,134,159,2,0,0,10,3,4,0,0,0,30,7,22,8,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8737764,ipg.gamekidgamecom,3/16/16,Null,1,0,0,1,1,604,648,3,0,0,36,1,34,43,11,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,212,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0
8738429,DeletedUser-[5138239],3/15/16,6/15/16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
8745312,ipg.capiamocicom,3/22/16,Null,0,1,0,1,1,85,93,0,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745432,DeletedUser-[5341747],3/21/16,3/16/17,1,0,1,1,0,12,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8746021,DeletedUser-[5349593],3/21/16,3/21/17,1,0,1,1,0,15,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8749328,ipg.brandongettycom,3/23/16,Null,0,1,1,1,1,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753213,DeletedUser-[5309263],3/27/16,2/10/17,0,1,1,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8756925,ipg.lenzabeautycom,3/31/16,Null,1,0,0,1,1,119,166,0,7,22,0,0,0,15,4,3,0,0,6,3,0,0,0,0,0,2,0,0,0,0,0,0,48,151,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
8782037,DeletedUser-[5391267],4/19/16,5/19/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8789881,ipg.judgemybuilder,4/27/16,Null,1,0,1,1,1,24,37,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2,1,1
8791731,DeletedUser-[5399744],4/29/16,5/29/17,0,1,1,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8793543,ipg.quizaticom,5/1/16,5/15/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
8793804,ipg.yooladesignorg,5/1/16,Null,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797651,ipg.fishpartnersco,5/4/16,Null,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1,0,0
8798132,ipg.gabntv,5/5/16,Null,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1,0,0
8804677,DeletedUser-[5411510],5/11/16,6/10/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805612,ipg.starmallonline,5/12/16,5/12/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808246,DeletedUser-[5415235],5/16/16,6/15/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808660,DeletedUser-[5415226],5/16/16,6/15/17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8808870,ipg.shoppersgh,5/16/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815009,ipg.busmonitoreocom,5/22/16,5/22/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8816516,ipg.shaunm,5/23/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8816698,ipg.astraseske,5/23/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8818054,DeletedUser-[5421408],5/24/16,6/23/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820951,ipg.blueroseartanddesign,5/27/16,5/28/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821839,DeletedUser-[5399531],5/28/16,5/29/17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8825032,ipg.saulshewrotecom,6/1/16,Null,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
8827195,DeletedUser-[5391455],6/3/16,5/19/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829441,DeletedUser-[5430377],6/6/16,7/6/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0
8832440,DeletedUser-[5396568],6/8/16,5/25/17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8833182,DeletedUser-[5432665],6/9/16,7/9/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8833982,ipg.nightingalenannies,6/10/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8838495,DeletedUser-[5414194],6/13/16,6/13/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8857963,ipg.jaybaiden,6/17/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8859810,DeletedUser-[5440936],6/18/16,7/18/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8868217,DeletedUser-[5450922],6/27/16,7/28/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8870134,ipg.coloredpencilinfo,6/30/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871591,DeletedUser-[5452158],6/30/16,7/30/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874880,DeletedUser-[5368090],7/5/16,4/12/17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8892959,DeletedUser-[5470720],7/22/16,8/21/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8894650,DeletedUser-[5472123],7/24/16,8/23/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8896226,ipg.gocpakcom,7/26/16,Null,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8900131,DeletedUser-[5475682],7/29/16,8/28/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
8630855,ipg.hotdealsonlinecom,2/9/16,3/12/17,0,1,0,1,0,159,246,0,17,0,2,0,0,5,10,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8634890,ipg.angeldogsfoundationo,2/9/16,Null,1,0,1,0,1,17,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8644442,ipg.beachbeautybloggerco,2/18/16,3/21/17,0,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
8645083,DeletedUser-[5345384],2/18/16,3/21/17,0,1,0,1,0,115,110,1,0,0,15,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8652374,ipg.enemconsultingca,2/25/16,Null,1,0,0,0,1,147,192,11,0,0,38,2,0,0,0,0,0,2,242,227,0,0,0,4,0,0,10,0,0,0,6,0,55,104,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
8653352,DeletedUser-[5353947],2/24/16,3/27/17,0,1,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725759,DeletedUser-[5360723],3/3/16,4/3/17,1,0,0,1,0,101,100,2,0,0,11,0,13,6,12,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0
8726199,DeletedUser-[5361490],3/4/16,4/4/17,0,1,0,1,0,310,325,0,0,0,0,0,37,18,41,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
8744247,ipg.cynicalcirclecom,3/20/16,5/24/17,0,1,1,1,1,25,29,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748935,ipg.milanluxuryextension,3/23/16,Null,0,1,1,1,1,495,704,0,0,0,2,1,11,4,4,0,37,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752855,ipg.earnarealonlineincom,3/26/16,3/27/17,0,1,1,1,0,622,1116,2,0,0,69,6,0,2,2,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758212,DeletedUser-[5395545],4/1/16,5/24/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767567,DeletedUser-[5407846],4/4/16,6/7/17,0,1,1,1,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770466,DeletedUser-[5365390],4/8/16,4/8/17,1,0,0,0,0,124,209,0,6,12,6,0,0,26,7,0,0,0,15,57,0,0,1,0,0,0,0,3,0,1,0,0,7,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8770846,ipg.mwdezigncom,4/7/16,Null,1,0,0,0,1,91,121,5,0,0,11,0,1,10,2,0,0,2,17,62,0,2,3,0,0,0,0,0,0,0,0,0,31,114,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
8773074,ipg.apitsacom,4/10/16,Null,1,0,0,1,1,376,478,13,0,0,53,0,2,18,15,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778762,ipg.bg100kicom,4/16/16,5/3/17,0,1,0,1,0,17,21,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8779286,ipg.tuanglobalcom,4/17/16,Null,0,1,0,1,1,386,666,0,0,1,1,0,28,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8783407,DeletedUser-[5380875],4/21/16,5/5/17,1,0,0,1,0,279,346,4,0,0,29,0,10,48,18,12,0,5,694,2046,2,4,3,5,0,0,4,264,4,26,0,0,413,1347,1,1,0,4,0,0,6,159,0,13,0,7,0,0,0,0,0
8783477,DeletedUser-[5393019],4/21/16,5/21/17,1,0,0,0,0,38,65,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8786472,DeletedUser-[5374824],4/24/16,4/24/17,0,1,0,0,0,32,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786556,DeletedUser-[5395594],4/24/16,5/24/17,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8788792,ipg.frozencomputersoluti,4/26/16,4/27/17,1,0,1,1,0,96,139,2,0,0,11,2,2,6,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796673,ipg.jameshfpennycom,5/4/16,5/4/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8802723,ipg.imvisioncommx,5/9/16,Null,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8806658,DeletedUser-[5382776],5/13/16,5/8/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.7,1,1,0
8814233,DeletedUser-[5392997],5/21/16,5/21/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8823751,DeletedUser-[5426221],5/31/16,6/30/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826000,DeletedUser-[5427732],6/2/16,7/2/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8836521,DeletedUser-[5414223],6/13/16,6/13/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
