dtcommid,dtusername,dtstart_date,dtcancel_date,direct,affiliate,cntry,com_pr,renew_ind,not_null_actions,null_actions,mailbox_created,billingcentral,renewal,email,marketing,domains,fm,ftp,mysql,weebly,support,not_null_actions_9,null_actions_9,mailbox_created_9,billingcentral_9,renewal_9,email_9,marketing_9,domains_9,website_9,fm_9,ftp_9,mysql_9,weebly_9,support_9,not_null_actions_10,null_actions_10,mailbox_created_10,billingcentral_10,renewal_10,email_10,marketing_10,domains_10,website_10,fm_10,ftp_10,mysql_10,weebly_10,support_10,add_on_mrr,domain_mrr,one_year_domains_new,com_domains_new,org_domains_new
8634825,DeletedUser-[5277933],2/9/16,1/1/17,0,1,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8640541,DeletedUser-[5341068],2/14/16,3/16/17,1,0,0,1,0,90,105,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,109,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0
8650891,ipg.sudhasubramaniamcom,2/22/16,Null,0,1,1,1,1,132,154,1,0,0,4,0,0,19,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
8653996,ipg.showmearoundcom,2/25/16,3/28/17,0,1,0,1,0,311,422,1,0,1,5,0,33,3,9,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8720107,DeletedUser-[5262379],2/28/16,12/6/16,0,1,1,1,0,40,67,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,0,3,4,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
8720731,ipg.handinhanddesignscom,3/1/16,Null,1,0,1,1,1,472,429,4,0,1,29,0,10,80,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,183,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0
8721092,ipg.anatropisportscom,2/29/16,Null,0,1,0,1,1,136,136,3,0,0,17,0,5,15,2,4,0,7,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723269,ipg.thelonewolfcreativec,3/2/16,2/15/17,0,1,1,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,148,0,0,0,2,0,0,5,10,2,0,0,0,0,0,0,0,0
8724689,ipg.indigimedialabcom1,3/3/16,3/29/17,1,0,0,1,0,375,337,4,5,0,27,4,40,13,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,85,0,0,0,0,0,0,8,22,11,0,0,0,0.8,0.7,1,1,0
8725236,ipg.haparesourcescom,3/3/16,3/20/17,1,0,0,1,0,73,90,0,0,0,0,0,0,2,0,0,24,0,8,2,0,0,0,0,0,0,7,0,0,0,0,0,7,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
8728263,DeletedUser-[5362560],3/5/16,4/5/17,0,1,1,0,0,49,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.4,1,0,1
8741763,DeletedUser-[5343143],3/17/16,3/18/17,0,1,1,1,0,46,55,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749586,ipg.kidcapichecom,3/24/16,Null,0,1,1,1,1,174,164,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0
8750612,DeletedUser-[5352163],3/24/16,3/24/17,0,1,1,1,0,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753042,ipg.yousafpd,3/27/16,Null,1,0,0,0,1,165,233,2,0,0,4,0,9,1,3,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754631,ipg.mantintegralcommx,3/29/16,Null,1,0,0,0,1,240,252,6,0,0,39,0,13,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765094,DeletedUser-[5402086],4/3/16,6/1/17,0,1,1,1,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8765136,ipg.pastriesandpostcards,4/3/16,Null,0,1,1,1,1,24,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8769156,ipg.3dskycocom,4/6/16,Null,1,0,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772491,DeletedUser-[5354194],4/9/16,3/27/17,0,1,0,1,0,129,185,1,0,0,18,0,0,10,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778248,ipg.power3plcom,4/15/16,Null,1,0,1,1,1,36,52,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8779420,ipg.carlasantosorg,4/17/16,Null,0,1,0,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8787469,ipg.trafficsurfparty,4/25/16,Null,0,1,1,0,1,399,723,4,0,0,25,0,11,4,8,35,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800011,ipg.darkmatterconsultcom,5/6/16,Null,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8804430,DeletedUser-[5411577],5/11/16,6/10/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8807641,DeletedUser-[5387137],5/14/16,5/14/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810681,ipg.adminfreestylecom,5/17/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8811613,DeletedUser-[5159848],5/18/16,7/12/16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0
8816102,DeletedUser-[5420548],5/23/16,6/22/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831778,ipg.ceditefcom,6/8/16,Null,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
8832767,DeletedUser-[5432655],6/9/16,7/9/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8833354,ipg.stephenshouseorg,6/9/16,Null,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0
8833840,DeletedUser-[5411817],6/10/16,6/10/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835515,ipg.hanoigiftshowcom,6/13/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8858260,ipg.webchumtech,6/17/16,Null,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
8860266,ipg.nyautodealercom,6/19/16,Null,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8861718,ipg.meucarronagaragemcom,6/21/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869304,DeletedUser-[5450847],6/28/16,7/28/17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
8870230,DeletedUser-[5451647],6/29/16,7/29/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8878739,DeletedUser-[5436896],7/9/16,7/13/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882390,DeletedUser-[5189033],7/13/16,8/17/16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
8883858,DeletedUser-[5437897],7/14/16,7/14/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8885427,DeletedUser-[5466685],7/16/16,8/15/17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
8885882,DeletedUser-[5467377],7/17/16,8/16/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8892892,DeletedUser-[5470695],7/22/16,8/21/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8898385,ipg.bargainprices,7/27/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0
8900903,ipg.saintafricacom,7/31/16,8/1/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631685,DeletedUser-[5307593],2/6/16,2/8/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8641152,ipg.manupriyalogus,2/15/16,2/18/17,1,0,0,1,0,78,103,0,0,0,0,0,2,16,5,0,0,2,8,4,0,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
8646660,DeletedUser-[5350750],2/19/16,3/23/17,0,1,0,1,0,58,62,1,0,0,3,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
8648897,ipg.shabbymommacom,2/21/16,Null,0,1,1,1,1,14,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0
8652830,DeletedUser-[5354832],2/24/16,3/28/17,0,1,0,1,0,411,368,1,0,0,8,2,20,52,0,62,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8720291,DeletedUser-[5328923],2/28/16,3/3/17,0,1,1,1,0,47,60,0,0,7,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8738312,ipg.serviscoviccom,3/15/16,Null,0,1,0,1,1,165,151,1,1,0,21,2,19,2,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0
8741229,ipg.alreemrestaurantcom,3/17/16,Null,1,0,0,1,1,50,53,3,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745966,ipg.budgettravelonline,3/21/16,Null,0,1,1,0,1,258,360,0,0,0,0,0,7,39,17,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747695,ipg.kekewitcakecom,3/22/16,Null,1,0,0,1,1,48,86,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748432,ipg.apcbiskracom,3/24/16,Null,0,1,0,1,1,710,1104,1,9,30,10,2,40,44,96,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757465,ipg.abusondos2013,3/31/16,Null,1,0,0,0,1,279,383,0,9,2,4,0,4,37,4,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8765324,ipg.cohamedcom,4/3/16,Null,0,1,1,1,1,273,449,1,0,1,5,5,6,8,1,1,0,9,52,198,0,0,0,0,0,1,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768731,ipg.economicsguycom,4/6/16,Null,1,0,1,1,1,31,64,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,12,42,0,0,0,0,0,0,0,2,2,0,0,0,3.6,0,0,0,0
8771318,ipg.firstaidtabletngo,4/8/16,Null,0,1,0,0,1,187,216,6,1,13,67,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,4,2,0,0,0,0,0,3.9,1,0,0
8774222,ipg.dannyselfcom,4/11/16,3/27/17,0,1,1,1,0,134,167,1,0,0,8,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777789,ipg.meanmountainmencom,4/15/16,Null,0,1,1,1,1,60,82,2,0,0,13,0,2,0,0,0,0,2,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781964,DeletedUser-[5391283],4/19/16,5/19/17,0,1,1,1,0,11,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0
8784891,DeletedUser-[5374298],4/22/16,4/23/17,0,1,1,1,0,128,103,0,0,0,0,0,27,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,102,0,0,0,0,0,0,7,2,0,0,1,0,0,0,1,1,0
8785826,ipg.eternitynetworknet,4/23/16,5/22/17,0,1,0,0,0,108,143,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797206,ipg.olivegraphicdesignco,5/4/16,5/4/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797538,DeletedUser-[5384960],5/4/16,5/11/17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8800899,ipg.imtelsystems,5/8/16,Null,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808261,ipg.exotik,5/15/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0
8814661,ipg.trophyhouseofwilsonc,5/21/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
8814725,ipg.cashwebco,5/21/16,Null,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,0
8816194,ipg.wxgnnet1,5/23/16,Null,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8822962,ipg.jorgeolivaresnet,5/30/16,6/14/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8825580,DeletedUser-[5393719],6/2/16,5/22/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8827839,DeletedUser-[5429074],6/4/16,7/4/17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8859088,DeletedUser-[5429439],6/17/16,7/4/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8863052,DeletedUser-[5446493],6/22/16,7/23/17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8863506,DeletedUser-[5174845],6/23/16,7/30/16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,28.7,41,41,0
8877702,ipg.cdcornernet,7/8/16,7/17/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8879501,ipg.gwrranhtorg,7/10/16,Null,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8881571,DeletedUser-[5435612],7/12/16,7/12/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884655,ipg.aisonco,7/15/16,Null,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8888103,DeletedUser-[5468058],7/18/16,8/17/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8891577,ipg.banbaucuviccom,7/21/16,Null,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8891924,DeletedUser-[5470003],7/21/16,8/20/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8894042,ipg.integratedcrossborde,7/23/16,Null,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.7,1,1,0
8894804,DeletedUser-[5447959],7/24/16,7/24/17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7,1,1,0
8896438,DeletedUser-[5450190],7/26/16,7/26/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8896912,ipg.basportsclub,7/26/16,Null,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8898374,DeletedUser-[5435337],7/27/16,7/12/17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8627451,DeletedUser-[5303808],2/2/16,2/3/17,1,0,1,1,0,70,94,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8628283,DeletedUser-[5295534],2/2/16,1/23/17,0,1,1,1,0,70,54,1,0,0,7,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631065,DeletedUser-[5304858],2/5/16,2/5/17,0,1,1,1,0,48,49,1,0,0,3,0,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8637613,DeletedUser-[5339320],2/11/16,3/14/17,0,1,1,1,0,100,114,1,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8639541,DeletedUser-[5340105],2/13/16,3/15/17,1,0,1,1,0,38,57,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8644025,DeletedUser-[5343308],2/17/16,3/19/17,1,0,0,1,0,142,149,1,0,0,6,0,10,14,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645267,DeletedUser-[5345390],2/18/16,3/21/17,1,0,1,1,0,52,75,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8648152,ipg.landlordgripecom,2/20/16,Null,1,0,1,1,1,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8720226,DeletedUser-[5356504],2/28/16,3/30/17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722464,ipg.portaleses,3/1/16,Null,1,0,0,1,1,121,145,4,1,0,19,0,6,0,0,0,0,1,54,100,0,0,0,0,0,0,0,0,0,0,0,0,16,70,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,0,0
8724129,DeletedUser-[5331293],3/2/16,3/6/17,0,1,1,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.9,0,0,0
8730145,ipg.performxorg,3/7/16,3/10/17,0,1,1,0,0,417,588,1,0,0,2,0,11,7,0,0,66,18,3,2,0,0,0,0,0,0,1,0,0,0,1,0,34,122,0,0,0,0,0,0,11,0,0,0,11,0,0.8,0,0,0,0
8739954,ipg.augustcommco,3/16/16,Null,1,0,0,0,1,52,64,1,0,1,4,0,6,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,1,0,0
